CO2_FFI_emissions,CO2_AFOLU_emissions,CO2_emissions,CH4_emissions,N2O_emissions,CO2_FFI_concentration,CO2_AFOLU_concentration,CO2_concentration,CH4_concentration,N2O_concentration,CO2_FFI_forcing,CO2_AFOLU_forcing,CO2_forcing,CH4_forcing,N2O_forcing,atmospheric_temp,sea_layer1_temp,sea_layer2_temp,sea_layer3_temp,CO2_FFI_airborne_emissions,CO2_AFOLU_airborne_emissions,CO2_airborne_emissions,CH4_airborne_emissions,N2O_airborne_emissions,year,run
0.0095056198912428,0.297464606513689,0.306970226404932,19.0197831178096,0.0860223075384803,0,0,278.3,729.2,270.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1750,1
0.0095059632291389,0.302937098519477,0.312443061748616,18.9151088699315,0.0876474636238348,0,0,278.332338278851,729.199999999264,270.1,0,0,0.000636272088984,-4.77241293359021e-13,4.05350720853598e-08,0.0006363126235788,8.41467876780181e-05,2.15933612704882e-05,1.47967079052374e-07,0,0,0.252270965560829,-2.0925549558423602e-09,-1.51276500988065e-12,1751,1
0.009510002042484,0.308510268616364,0.318020270658848,18.8897118118868,0.0893033225858889,0,0,278.35896295817,729.16483648279,270.100207355035,0,0,0.0011600751526948,-2.28063980887842e-05,8.21327272478023e-07,0.0011380900818784,0.0001769673811366,6.72292321467377e-05,7.96400170762708e-07,0,0,0.45997013193653,-0.0999969513318438,0.0016177239833745,1752,1
0.00951034538038,0.314185968991254,0.323696314371634,19.1213772311719,0.0909904644714738,0,0,278.383653963521,729.124236295117,270.100624088869,0,0,0.001645794691903,-4.91396584773134e-05,2.37099276308682e-06,0.0015990260261887,0.000275918292823,0.0001286020512425,2.0452225503066e-06,0,0,0.652584704566915,-0.21545454240433,0.0048689607779958,1753,1
0.0095143841937251,0.319966085905957,0.329480470099682,19.5090610650158,0.0927094802858183,0,0,278.407256791606,729.165033683945,270.101252280788,0,0,0.0021100706102198,-2.26783537273761e-05,4.74616018942241e-06,0.0020921384166818,0.0003868606218144,0.0002024390780118,3.8648815614094e-06,0,0,0.836710404589749,-0.0994361566238939,0.0097699323643518,1754,1
0.0095184230070702,0.325852540324066,0.335370963331136,19.5004549333117,0.0944609721995776,0,0,278.430091266943,729.332475780505,270.102094066484,0,0,0.0025591982599108,8.59161515972746e-05,7.98003212541289e-06,0.0026530944436334,0.0005143985617024,0.0002888203051637,6.21839785220519e-06,0,0,1.01484218358363,0.376730635236415,0.0163373007973051,1755,1
0.010169170023994,0.33184728854937,0.342016458573364,19.4625365998159,0.0962455537597732,0,0,278.452356369717,729.482289038591,270.103151638962,0,0,0.0029970943374639,0.0001830656806513,1.20013831076751e-05,0.0031921614012229,0.0006476502630819,0.0003855342616422,9.07355231722659e-06,0,0,1.18853228629181,0.802765067117907,0.0245881752604252,1756,1
0.0101732088373391,0.337952322876018,0.348125531713357,20.0235406641442,0.0980638501047189,0,0,278.474272431211,729.606178465896,270.104427249459,0,0,0.0034280941823567,0.0002633959596255,1.6814233854209e-05,0.0037083043758364,0.0007832859059713,0.0004892186164717,1.23606016634845e-05,0,0,1.3594995174094,1.15507808969284,0.0345401192660177,1757,1
0.0101772476506841,0.344169672250627,0.354346919901311,19.9340053291859,0.0999164981830059,0,0,278.495880826345,729.907623791683,270.105923208391,0,0,0.0038530128746744,0.0004588219278398,2.25391851761594e-05,0.0043343739876903,0.0009368166754238,0.0006016215672928,1.60207834552483e-05,0,0,1.52806664275739,2.0123192294689,0.0462111580019212,1758,1
0.0101812864640292,0.350501402946593,0.360682689410622,20.1414662138841,0.101804146976626,0,0,278.517290172947,730.152461345082,270.10764188631,0,0,0.0042739874023511,0.0006175160430751,2.90561224597259e-05,0.0049205595678859,0.0010923982507428,0.0007214722465468,2.00387338867613e-05,0,0,1.69508099018476,2.70858089080917,0.0596197858277028,1759,1
0.0101816298019253,0.356949619250787,0.367131249052713,20.4167971445005,0.10372745772831,0,0,278.538584767948,730.445445064701,270.109585714884,0,0,0.0046926759633168,0.0008073774222743,3.64317496840474e-05,0.0055364851352751,0.0012553723472065,0.0008475523258157,2.43719875131862e-05,0,0,1.86120016019098,3.54175916977525,0.0747849739229349,1760,1
0.0111465115919923,0.363516464162903,0.374662975754895,20.4559901689881,0.105687104173159,0,0,278.559833019496,730.80513913452,270.111757187901,0,0,0.0051104239165378,0.0010404105600806,4.46854707528005e-05,0.0061955199473712,0.0014281533341079,0.0009804585335429,2.89950465709817e-05,0,0,2.02695780484029,4.56464633372951,0.0917261780902845,1761,1
0.0111505697653139,0.370204120107651,0.381354689872965,20.4516873819768,0.107683772774657,0,0,278.581193546271,731.146348275914,270.114158862285,0,0,0.0055303496289749,0.0012614085803427,5.37800475063684e-05,0.006845538256824,0.001604587157066,0.0011192179335508,3.38929686168074e-05,0,0,2.19359130871753,5.53496661488464,0.110463346716198,1762,1
0.0111546279386354,0.377014809660075,0.388169437598711,20.545179336814,0.109718162965136,0,0,278.602592736452,731.456089109418,270.11679335914,0,0,0.0059510056526108,0.0014619748197447,6.37179381748898e-05,0.0074766984105303,0.0017816809353321,0.001261796995303,3.90295221787161e-05,0,0,2.36052642588849,6.41579826969773,0.131016928892022,1763,1
0.011158686111957,0.383950796284196,0.395109482396153,20.2609172101632,0.111790987390788,0,0,278.624082420748,731.769984677176,270.11966336481,0,0,0.006373410586223,0.0016651827918934,7.45286505747077e-05,0.0081131220286911,0.0019611748904328,0.0014071762808779,4.43575476018398e-05,0,0,2.52816748780249,7.30844503266362,0.153407882698439,1764,1
0.0111627442852786,0.391014385085253,0.402177129370532,20.9191549980775,0.113902972161305,0,0,278.64569890527,731.960769742147,270.122771631963,0,0,0.0067982776160924,0.0017886682415647,8.61527156647435e-05,0.0086730985733218,0.0021322138230031,0.0015522170052237,4.98212105057066e-05,0,0,2.69679771847732,7.8509938551442,0.177657683656176,1765,1
0.0124454369639614,0.398207923575784,0.410653360539746,20.8535919006327,0.116054857104232,0,0,278.667471747497,732.355895573105,270.126120980696,0,0,0.0072261870934742,0.0020443557438114,9.87797399257841e-05,0.0093693225772113,0.0023193616304366,0.0017002105504791,5.5375136999402e-05,0,0,2.8666476958585,8.97464079443922,0.203788333345972,1766,1
0.0124494951372829,0.405533802455796,0.417983297593079,20.9991794556607,0.118247396024134,0,0,278.689561071265,732.694236877562,270.129714299662,0,0,0.0076602849949072,0.0022632362288738,0.0001122776139943,0.0100357988377753,0.0025071750724739,0.0018519155672867,6.10464624335077e-05,0,0,3.03896654626082,9.93680560727127,0.23182236820087,1767,1
0.0124535533106045,0.41299445640729,0.425448009717895,21.6594521135173,0.120481356966649,0,0,278.711827762443,733.05172397331,270.133554547219,0,0,0.0080978363915829,0.0024944409470253,0.0001266985528494,0.0107189758914576,0.0026988315376467,0.0020067127833434,6.68382275004587e-05,0,0,3.21266904010923,10.9534166448259,0.261782868473934,1768,1
0.0124576114839261,0.420592364903404,0.43304997638733,21.49633535034,0.122757522487534,0,0,278.734307163345,733.599577003455,270.137644752602,0,0,0.0085395349345923,0.0028486423125778,0.0001421469141594,0.0115303241613296,0.0029095117706088,0.0021685497910414,7.27775819292445e-05,0,0,3.38803088285962,12.5113845939554,0.293693467384577,1769,1
0.0124616696572477,0.428330053032439,0.440791722689687,21.6343975722445,0.125076689926799,0,0,278.757020107651,734.04444905698,270.141988017121,0,0,0.0089857890114983,0.0031361545237376,0.0001584741987589,0.0122804177339948,0.0031189555883334,0.0023361887009852,7.89172604359335e-05,0,0,3.56521459808496,13.7764983429331,0.327578360446713,1770,1
0.0138109015662802,0.43621009233705,0.45002099390333,21.4289211013294,0.127439671688008,0,0,278.779983243486,734.496577920901,270.146587515377,0,0,0.009436924650356,0.0034282565026367,0.0001757521684534,0.0130409333214461,0.0033318682249466,0.0025077476086248,8.52468413614114e-05,0,0,3.74435005783308,15.0622487907813,0.363462314982039,1771,1
0.0138149804118691,0.444235101668869,0.458050082080738,21.3946157153924,0.129847295522869,0,0,278.803353196299,734.839920390797,270.151446496506,0,0,0.0098960174703257,0.003650008372835,0.0001939300461498,0.0137399558893106,0.0035389897032135,0.0026803942725439,9.17306490955427e-05,0,0,3.92665909747607,16.0386357672886,0.401370679821785,1772,1
0.013819059257458,0.452407748058856,0.466226807316314,21.5952313931809,0.132300404821191,0,0,278.826974084812,735.141547144224,270.156568285452,0,0,0.0103600037461947,0.0038447694457598,0.0002130564232893,0.0144178296152438,0.003742546448731,0.0028520430889213,9.83023256688224e-05,0,0,4.11092568692551,16.8963928455231,0.441329395200355,1773,1
0.0138231381030469,0.460730747603659,0.474553885706706,22.2597077294568,0.134799858906329,0,0,278.850875402862,735.484046933361,270.161956284254,0,0,0.0108294616095249,0.0040658679918093,0.000233188563357,0.0151285181646912,0.0039493007721874,0.0030235539623149,0.0001049142181458,0,0,4.2973799076466,17.8703834318627,0.483365002844338,1774,1
0.0138272169486357,0.469206866368281,0.483034083316917,22.2009632905598,0.137346533336198,0,0,278.875072811477,736.019658004577,270.167613973366,0,0,0.0113046973291048,0.0044115131188512,0.0002544212435046,0.0159706316914607,0.0041740550560909,0.0031999926093086,0.0001115857668605,0,0,4.48614393134227,19.3935380668434,0.527504656260414,1775,1
0.0152503583666487,0.477838921305354,0.493089279672003,22.1419421252091,0.139941320209984,0,0,278.899579109045,736.488447834747,270.173544913006,0,0,0.0117859608437774,0.004713920474299,0.0002766270930738,0.0167765084111503,0.0043997999299723,0.0033815201462514,0.0001183830375019,0,0,4.67731759825858,20.726668468783,0.573776131225795,1776,1
0.0152544372122376,0.486629781191326,0.501884218403563,22.5687100598088,0.142585128480648,0,0,278.924555480305,736.89620081423,270.179752744521,0,0,0.0122764157165521,0.0049768659041484,0.0002998229883883,0.0175531046090889,0.0046239368109794,0.0035655339374731,0.0001253125717025,0,0,4.87215831080865,21.886224112802,0.622207836484839,1777,1
0.0152585160578265,0.495582367579869,0.510840883637695,22.8560809295712,0.145278884273327,0,0,278.949834273143,737.411481988911,270.186241191789,0,0,0.0127727679168347,0.0053090360413667,0.0003241129282504,0.0184059168864518,0.004858837511308,0.0037534905510626,0.0001323656343399,0,0,5.0693582145758,23.3515652002284,0.672828824655611,1778,1
0.0152625949034154,0.504699655772826,0.519962250676241,22.8206356943707,0.148023531209759,0,0,278.975444152048,737.978015523504,270.193014062644,0,0,0.0132755787236793,0.0056740951822966,0.000349480458782,0.019299154364758,0.0051029593022315,0.003947259687789,0.0001395728928857,0,0,5.26914092127977,24.9626562053641,0.725668803350182,1779,1
0.0152703692244533,0.513984675809028,0.529255045033481,23.2461666537855,0.150820030738833,0,0,279.001399608732,738.482854147103,270.200075250326,0,0,0.0137851309794499,0.0059992667725402,0.000375879433299,0.0201602771852892,0.0053471312527062,0.0041453206918941,0.0001469551864667,0,0,5.47161948080488,26.3983010804875,0.780758146512563,1780,1
0.0170741683552786,0.52344051347129,0.540514681826569,23.249655483904,0.153669362473383,0,0,279.027712697237,739.086285957194,270.207428734969,0,0,0.0143016595569541,0.0063877799236025,0.0004034099984171,0.0210928494789737,0.0056025099054464,0.0043486194343674,0.0001545108935623,0,0,5.67688792674176,28.1143222903329,0.838127905978225,1781,1
0.0170782709424307,0.533070311311945,0.550148582254376,23.3417581189144,0.156572524533345,0,0,279.054583817216,739.637870806668,270.215078585103,0,0,0.014829096004007,0.0067427557085159,0.0004320070616548,0.0220038587741777,0.0058595342697427,0.0045565509801186,0.0001622528776588,0,0,5.88650957710384,29.6829026748891,0.897809823259223,1782,1
0.0170860690050319,0.542877269697238,0.55996333870227,23.3799167872665,0.159530533895404,0,0,279.081797021364,740.171937928326,270.223028959202,0,0,0.0153631992574427,0.0070863158838795,0.000461703986,0.0229112191273222,0.0061183043958341,0.0047676669916579,0.0001701650394043,0,0,6.09879982662342,31.2016666726126,0.959836341559045,1783,1
0.0170901715921841,0.552864647870934,0.569954819463118,23.2940423024021,0.162544426749231,0,0,279.109385879968,740.67190830078,270.23128410725,0,0,0.0159046262987915,0.0074078152726065,0.0004925077060741,0.0238049492774721,0.0063769447651486,0.0049807119915074,0.0001782180813219,0,0,6.31402055716236,32.6234673617335,1.02424061802134,1784,1
0.0171019457361231,0.563035765037497,0.58013771077362,23.8021055372587,0.16561525886047,0,0,279.137365434877,741.099111908408,270.239848372341,0,0,0.0164536702743613,0.0076824254153386,0.0005244139352717,0.0246605096249715,0.0066313019264315,0.0051937074214004,0.0001863694661479,0,0,6.53228911020789,33.8383361163346,1.09105653621682,1785,1
0.0194046340525662,0.573394001465192,0.592798635517758,23.8319949982207,0.168744105940563,0,0,279.165748741004,741.659475122462,270.248726192315,0,0,0.0170105852086966,0.0080424981250781,0.0005575474465231,0.0256106307802977,0.0068972503315882,0.0054091490741761,0.0001945916724817,0,0,6.75370732716066,35.4318801497318,1.1603187188726,1786,1
0.0194124321151674,0.583942799609486,0.603355231724653,24.1765281796721,0.171932064023579,0,0,279.194788927789,742.180666931189,270.257922101414,0,0,0.0175803349219672,0.0083772625972493,0.0005918343084153,0.0265494318276318,0.007165139999808,0.0056278115310402,0.0002029081079869,0,0,6.98024987118388,36.9140297202658,1.23206254084845,1787,1
0.0194165347023195,0.59468566525711,0.61410219995943,24.8559289242603,0.175180249850151,0,0,279.224208181403,742.771835841765,270.267440731984,0,0,0.0181574659369582,0.0087568143779606,0.0006273483344993,0.027541628649418,0.0074417987527698,0.0058507152174701,0.0002113364917201,0,0,7.20974951614861,38.5951780657562,1.30632414236447,1788,1
