CO2_FFI_emissions,CO2_AFOLU_emissions,CO2_emissions,CH4_emissions,N2O_emissions,CO2_FFI_concentration,CO2_AFOLU_concentration,CO2_concentration,CH4_concentration,N2O_concentration,CO2_FFI_forcing,CO2_AFOLU_forcing,CO2_forcing,CH4_forcing,N2O_forcing,atmospheric_temp,sea_layer1_temp,sea_layer2_temp,sea_layer3_temp,CO2_FFI_airborne_emissions,CO2_AFOLU_airborne_emissions,CO2_airborne_emissions,CH4_airborne_emissions,N2O_airborne_emissions,year
0.0095056198912428,0.297464606513689,0.306970226404932,19.0197831178096,0.0860223075384803,0,0,278.3,729.2,270.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1750
0.0095059632291389,0.302937098519477,0.312443061748616,18.9151088699315,0.0876474636238348,0,0,278.332338278851,729.199999999264,270.1,0,0,0.000636272088984,-4.77241293359021e-13,4.05350720853598e-08,0.0006363126235788,9.07116180436768e-05,2.46295223430304e-05,1.66403675813343e-07,0,0,0.252270965560829,-2.0925549558423602e-09,-1.51276500988065e-12,1751
0.009510002042484,0.308510268616364,0.318020270658848,18.8897118118868,0.0893033225858889,0,0,278.358962976082,729.16483648317,270.100207355035,0,0,0.0011600755050711,-2.2806397841763e-05,8.21327295136981e-07,0.0011380904345244,0.0001926529261095,7.62601280060138e-05,8.80721766114078e-07,0,0,0.459970271667516,-0.0999969502489641,0.0016177239833745,1752
0.00951034538038,0.314185968991254,0.323696314371634,19.1213772311719,0.0909904644714738,0,0,278.38365402466,729.12423629828,270.100624088869,0,0,0.0016457958945682,-4.91396564255989e-05,2.37099284144775e-06,0.001599027230984,0.0003036113931876,0.0001460177901336,2.24332917909016e-06,0,0,0.652585181509261,-0.215454533408748,0.0048689607779958,1753
0.0095143841937251,0.319966085905957,0.329480470099682,19.5090610650158,0.0927094802858183,0,0,278.407256931538,729.165033691682,270.101252280788,0,0,0.0021100733626148,-2.26783487092981e-05,4.74616036900098e-06,0.0020921411742745,0.0004295158682931,0.0002305955895985,4.22177080771122e-06,0,0,0.836711496195104,-0.0994361346215418,0.0097699323643518,1754
0.0095184230070702,0.325852540324066,0.335370963331136,19.5004549333117,0.0944609721995776,0,0,278.430091532979,729.332475780553,270.102094066484,0,0,0.0025592034923198,8.5916151628634e-05,7.9800324586498e-06,0.002653099676407,0.0005751404186187,0.0003302345507315,6.78006089721143e-06,0,0,1.01484425892446,0.376730635373834,0.0163373007973051,1755
0.010169170023994,0.33184728854937,0.342016458573364,19.4625365998159,0.0962455537597732,0,0,278.45235682131,729.482288997867,270.103151638962,0,0,0.0029971032187837,0.0001830656542448,1.200138365068e-05,0.0031921702566792,0.0007287890255909,0.0004424496702704,9.88706215463694e-06,0,0,1.18853580916614,0.802764951309046,0.0245881752604252,1756
0.0101732088373391,0.337952322876018,0.348125531713357,20.0235406641442,0.0980638501047189,0,0,278.474273135432,729.606178338861,270.104427249459,0,0,0.0034281080310265,0.0002633958772598,1.6814234665671e-05,0.0037083181429519,0.0008867085637184,0.0005634969406445,1.34699139331675e-05,0,0,1.35950501103568,1.15507772843498,0.0345401192660177,1757
0.0101772476506841,0.344169672250627,0.354346919901311,19.9340053291859,0.0999164981830059,0,0,278.495881855617,729.907623489943,270.105923208391,0,0,0.0038530331141067,0.0004588217322453,2.25391862977847e-05,0.0043343940326498,0.0010653219177046,0.0006953988850195,1.74690598392133e-05,0,0,1.52807467210669,2.01231837138841,0.0462111580019212,1758
0.0101812864640292,0.350501402946593,0.360682689410622,20.1414662138841,0.101804146976626,0,0,278.517291610796,730.152460726947,270.10764188631,0,0,0.0042740156739779,0.0006175156424616,2.90561239176847e-05,0.0049205874403571,0.0012476411394273,0.0008365792219844,2.18704111281826e-05,0,0,1.69509220684386,2.70857913297303,0.0596197858277028,1759
